symbol,data_days,start_date,end_date,spot_listed_at,perp_listed_at,listing_trade_start,is_listing_censored,avg_volume_usd,corr_zscore_next,return_gross,sharpe_gross,win_gross,dd_gross,return_net,sharpe_net,win_net,dd_net,n_trades,turnover_pct,total_cost
2Z,172,2025-10-02,2026-03-22,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,2025-10-02T00:00:00+00:00,False,17851776.7039593,0.0543072237622205,-0.2503354504526599,-0.5567017292572191,48.10126582278481,-0.6157744223708576,-0.2987354504526607,-0.6635796823785307,48.10126582278481,-0.6344047704895396,61,38.607594936708864,0.0484
VET,1908,2020-12-31,2026-03-22,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,True,49083718.74025103,0.0215171906202567,-2.982309819532431,-0.5546710596234478,50.73917634635692,-4.465867826557319,-3.596309819532425,-0.6689214246646458,50.36958817317846,-4.956267826557314,768,40.549102428722286,0.6140000000000001
KNC,1908,2020-12-31,2026-03-22,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,True,6025353.788786392,0.0370124257991335,-3.45984208889956,-0.5875089013707657,49.68321013727561,-4.911476473905325,-4.097042088899544,-0.6957586226770113,49.26082365364308,-5.513876473905309,797,42.08025343189018,0.6372
ORCA,472,2024-12-06,2026-03-22,2024-12-06T00:00:00+00:00,2024-12-06T00:00:00+00:00,2024-12-06T00:00:00+00:00,False,5236155.722431441,0.0968692603376811,-1.205840935252949,-0.6257052172513344,51.31004366812227,-2.406403940300865,-1.3454409352529426,-0.6979644252281322,51.31004366812227,-2.441603940300864,175,38.209606986899566,0.1396
HMSTR,543,2024-09-26,2026-03-22,2024-09-26T00:00:00+00:00,2024-09-26T00:00:00+00:00,2024-09-26T00:00:00+00:00,False,7978875.444036844,0.0703476334648343,-1.1185187989833645,-0.6080687332489189,48.582230623818525,-1.3172064084947488,-1.2909187989833584,-0.7017772443481785,48.39319470699433,-1.4564064084947457,216,40.831758034026464,0.1724
F,149,2025-10-25,2026-03-22,2025-10-25T00:00:00+00:00,2025-06-18T00:00:00+00:00,2025-10-25T00:00:00+00:00,False,4401994.605888389,0.0969459392703881,-0.2307157186714002,-0.5974715282975297,51.11111111111111,-0.6019282640669363,-0.2735157186714012,-0.708792302238308,51.11111111111111,-0.6263835525748599,54,40.0,0.0428
YFI,1908,2020-12-31,2026-03-22,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,True,11990888.761284418,0.0588804318555887,-3.039550407424523,-0.5941754534682606,49.89440337909187,-5.513440020201967,-3.669550407424526,-0.7172773820616126,49.68321013727561,-5.929440020201968,788,41.60506863780359,0.6300000000000001
BLUR,850,2023-11-24,2026-03-22,2023-11-24T00:00:00+00:00,2023-04-28T00:00:00+00:00,2023-11-24T00:00:00+00:00,False,8983297.125846324,0.0752662204057718,-1.3784126059625363,-0.5983202808991618,51.196172248803826,-2.025786811708526,-1.6892126059625248,-0.7327813355882832,50.83732057416268,-2.137315237260273,389,46.5311004784689,0.3108000000000001
ICX,1908,2020-12-31,2026-03-22,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,2020-12-31T00:00:00+00:00,True,6487451.77308596,0.0545877870872015,-3.460086324433037,-0.6346314980205601,49.26082365364308,-4.730744609392888,-4.15168632443301,-0.7613152502783587,48.89123548046462,-5.328344609392858,865,45.67053854276663,0.6916000000000001
MAGIC,1153,2023-01-25,2026-03-22,2022-12-12T00:00:00+00:00,2023-01-25T00:00:00+00:00,2023-01-25T00:00:00+00:00,False,10217049.631808734,0.0443749834727414,-2.8006689533736413,-0.701533253670319,49.341527655838455,-4.1859937210675415,-3.1746689533736476,-0.7952447545845869,49.07813871817383,-4.398632952014699,468,41.08867427568042,0.374
