symbol,window,is_listing_censored,obs,mean_pnl,std_pnl,return_net,sharpe_net,full_30_obs
OG,150-179,False,30,0.008960467025254654,0.06432701376497887,0.2688140107576396,2.661237824194864,True
OGN,14-29,False,16,0.0037674432142051875,0.09975542143126535,0.060279091427283,,False
OGN,30-59,False,30,0.01823997638167293,0.16316017300244917,0.547199291450188,2.1357801543329122,True
OGN,60-89,False,30,0.028342587655474497,0.07706219171202022,0.8502776296642349,7.026589366657047,True
OGN,90-119,False,30,0.008296943488399263,0.08189971260915246,0.2489083046519779,1.9354510257323092,True
OGN,120-149,False,30,-0.006233197875519393,0.0566373050199977,-0.1869959362655818,-2.102590830573033,True
OGN,150-179,False,30,-0.019501737866872277,0.0908199802380596,-0.5850521360061683,-4.102403213774589,True
ONDO,14-29,False,16,-0.0006394624683260641,0.04748855061349516,-0.010231399493217025,,False
ONDO,30-59,False,30,-0.0013091150662129767,0.039133831101401714,-0.039273451986389304,-0.639104516948071,True
ONDO,60-89,False,30,0.0033876272993206735,0.04102615184030434,0.1016288189796202,1.5775432443870718,True
ONDO,90-119,False,30,-0.00422968488934933,0.04180908824681246,-0.12689054668047992,-1.9327859022122735,True
ONDO,120-149,False,30,0.005368032905641763,0.04236190324763947,0.16104098716925289,2.4209517703401024,True
ONDO,150-179,False,30,0.008917438833101672,0.03393189405573825,0.2675231649930502,5.020864128957243,True
ONE,14-29,False,16,-0.013737865120134394,0.05063643265693373,-0.2198058419221503,,False
ONE,30-59,False,30,0.0295292085853067,0.1212531484075973,0.885876257559201,4.652701767308629,True
ONE,60-89,False,30,0.011063550448144709,0.13819738201315687,0.33190651344434124,1.5294706125972963,True
ONE,90-119,False,30,0.007211502713083843,0.08423443268804352,0.2163450813925153,1.635620511529434,True
ONE,120-149,False,30,-0.0007520136551698309,0.056309161375070985,-0.022560409655094926,-0.2551485470225827,True
ONE,150-179,False,30,-0.01239427278567237,0.11506120359565455,-0.3718281835701711,-2.0579677744408653,True
ONG,14-29,False,16,-0.009348749142529337,0.02821155775965184,-0.1495799862804694,,False
ONG,30-59,False,30,0.0014286155338654992,0.04584092271896236,0.04285846601596498,0.5953994778544307,True
ONG,60-89,False,30,-0.00088882447398278,0.018805891157852247,-0.0266647342194834,-0.902960013422595,True
ONG,90-119,False,30,0.0031059040953474496,0.056020436644852796,0.09317712286042348,1.059224418411735,True
ONG,120-149,False,30,0.03052844405023908,0.12402456522918308,0.9158533215071724,4.702657925569654,True
ONG,150-179,False,30,0.0032085684667416538,0.04906018859825624,0.09625705400224961,1.2494777585906385,True
ONT,14-29,True,16,0.011184160829042299,0.06021102801846242,0.17894657326467678,,False
ONT,30-59,True,30,-0.039518866140836564,0.0759222605241904,-1.185565984225097,-9.944473100461353,True
ONT,60-89,True,30,0.004431640881225797,0.06803608103267351,0.1329492264367739,1.2444335251227368,True
ONT,90-119,True,30,0.003327147942263584,0.0820346005497769,0.09981443826790752,0.7748568501422893,True
ONT,120-149,True,30,0.034838390772629034,0.1604827320614211,1.045151723178871,4.147402730535389,True
ONT,150-179,True,30,0.020556872389225236,0.06739001298578375,0.6167061716767571,5.827844188596576,True
OP,14-29,False,16,-0.01578454104785857,0.09362533520980358,-0.2525526567657371,,False
OP,30-59,False,30,-0.03410511024937335,0.13822558027659212,-1.0231533074812005,-4.713868555482159,True
OP,60-89,False,30,0.000152982135083853,0.08428931751930749,0.0045894640525155905,0.03467485172473736,True
OP,90-119,False,30,0.00884092521692096,0.06499630734353042,0.2652277565076288,2.598695926134431,True
OP,120-149,False,30,-0.01620700860841629,0.05919772631151139,-0.48621025825248876,-5.230512791555762,True
OP,150-179,False,30,0.021744595532340084,0.10140389286236617,0.6523378659702025,4.096784675717496,True
OPEN,14-29,False,16,-0.02719244863934337,0.14111711527687618,-0.43507917822949393,,False
