symbol,ret_m1_14_29,ret_m2_30_59,cum_m2_end_14_59,is_listing_censored
COS,-0.0037788052083703033,-0.5117404473551612,-0.5155192525635315,False
COTI,0.28266232035073596,-0.017456159774218334,0.2652061605765177,False
COW,0.3691270183493574,-0.16356112597698108,0.20556589237237627,False
CRV,0.21056921649170937,-0.9949168213477267,-0.7843476048560174,True
CTK,-0.18821505442028158,-0.1612922181778922,-0.34950727259817377,False
CTSI,0.09928739747339366,-0.5528964402417654,-0.4536090427683717,False
CVC,-0.1833598607540404,0.3690452488221182,0.18568538806807777,False
CVX,0.0737943139104347,0.306859137918795,0.38065345182922966,False
CYBER,-0.070225358508505,-0.3931475415575137,-0.4633729000660187,False
D,0.10670126383451493,-0.025751240277346613,0.08095002355716834,False
DASH,-0.3024465778835947,-0.6092763428601525,-0.9117229207437472,True
DEGO,-0.036476544647424905,0.2696932526687089,0.23321670802128402,False
DENT,-1.0521184522696827,0.5166574196187057,-0.535461032650977,False
DEXE,0.148590133795541,-0.06727428901660942,0.08131584477893158,False
DIA,-0.06032859824056686,0.1719628578988652,0.11163425965829835,False
DOGE,4.28067230137456,-0.8443333329659054,3.4363389684086547,True
DOGS,0.34978285956815797,-0.15313986918333136,0.19664299038482663,False
DOLO,-0.5387719130611662,0.2118636656799811,-0.32690824738118507,False
DOT,0.4615142348882913,-0.029371581119492778,0.43214265376879846,True
DUSK,0.06096061792266791,0.17885494710333988,0.2398155650260078,False
DYDX,0.2459199917803902,0.5238901601867576,0.7698101519671479,False
DYM,0.14529856725360518,0.3911197810793487,0.5364183483329539,False
EDEN,-0.5828928637738338,-0.1465263674854491,-0.7294192312592829,False
EDU,-0.05261337390171461,0.33253826755767707,0.27992489365596246,False
EGLD,0.26795633989344314,-0.20086630349101733,0.06709003640242572,True
EIGEN,-0.07374094718916632,0.3179094016342198,0.2441684544450535,False
ENA,0.0504833455351999,0.2694690122620389,0.3199523577972388,False
ENJ,-0.3684270875930272,0.006884592774807087,-0.36154249481822004,True
ENS,0.3623594404660353,-0.2850813241615918,0.07727811630444349,False
ENSO,0.007160538534791726,0.30414547572604733,0.31130601426083904,False
EPIC,-0.11335111134135,-0.025919998904390007,-0.13927111024574,False
ERA,0.10670285952867511,0.31177431080287027,0.4184771703315454,False
ETC,-0.0486935880472071,-0.8902201480924201,-0.9389137361396271,True
ETH,0.5025278649995488,-0.13298975903673566,0.36953810596281317,True
ETHFI,-0.5538760534160082,-0.05941317550141037,-0.6132892289174185,False
EUL,-0.4235346975624802,0.3001850245500069,-0.12334967301247327,False
F,-0.10659425785144593,-0.4102548929833095,-0.5168491508347555,False
FET,0.9197605543078449,-0.6452610894352917,0.2744994648725532,False
FF,0.29907393695890894,0.7456302472269264,1.0447041841858353,False
FIDA,0.1212896571613145,0.5113669407102892,0.6326565978716037,False
FIL,0.2631491419256952,-0.7880174116525581,-0.5248682697268628,True
FIO,0.0248601412311583,0.5268722940869273,0.5517324353180856,False
FLOW,-0.14599586714352197,0.007912227299524704,-0.13808363984399724,False
FLUX,-0.096786963846971,0.2023216311899155,0.1055346673429445,False
